"","Review_ID","Item_ID","Base_item_ID","Review_date","Reviewer_ID","Real_name","Verified_purchase","Rating","Title","Content","Total_votes_week1","Total_votes_week2","Total_votes_week3","Total_votes_week4","Total_votes_week5","Total_votes_week6","Total_votes_week7","Total_votes_week8","Total_votes_week9","Total_votes_week10","Total_votes_week11","Total_votes_week12","Total_votes_week13","Total_votes_week14","Total_votes_week15","Total_votes_week16","Total_votes_week17","Total_votes_week18","Total_votes_week19","Total_votes_week20","Total_votes_week21","Total_votes_week22","Total_votes_week23","Total_votes_week24","Helpful_votes_week1","Helpful_votes_week2","Helpful_votes_week3","Helpful_votes_week4","Helpful_votes_week5","Helpful_votes_week6","Helpful_votes_week7","Helpful_votes_week8","Helpful_votes_week9","Helpful_votes_week10","Helpful_votes_week11","Helpful_votes_week12","Helpful_votes_week13","Helpful_votes_week14","Helpful_votes_week15","Helpful_votes_week16","Helpful_votes_week17","Helpful_votes_week18","Helpful_votes_week19","Helpful_votes_week20","Helpful_votes_week21","Helpful_votes_week22","Helpful_votes_week23","Helpful_votes_week24"
"59","R108VM9FKYTC2M","B0051VVOB2","","3/23/2012","A83RE38HGDLGK",FALSE,TRUE,5,"Love my Kindle","I really love my Kindle Fire. I am finding that I read more and it is a nice past time when waiting for meetings to start or people to show up. It is easy to read in areas with low lighting and where I have had trouble in the past trying to read regular books. Don't get me wrong, I still love to actually hold a book! It is just that there are places that the Kindle Fire is so much easier to carry and use. There is so much free stuff out there that it isn't the expense that I was afraid it might be. I found it very easy to learn to use. Like I said, ""Love my Kindle Fire!""",NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"60","R108ZORPLBBXDY","B007OXJG7O","","6/16/2012","A22JAYTYYDX8JF",FALSE,FALSE,4,"You can't expect iPad performance but still a great tablet","I bought my tablet at ""the Lot"" based on reviews on Amazon and other web sites. I wanted to buy something inexpensive that my daughter could use. She loves it! We use it to watch videos on YouTube and play games from the Amazon and Android markets. The battery life is short but we charge it when it's not in use and we only use it in the house. No problems detecting my WiFi (why do I need to find 7 hot-spots when the one I have at my house works for me?) BG even has a screen protector and case for it cheap too. You can't expect to buy a Ford Focus and expect it to drive and handle like a BMW. The same applies to this tablet. If you want something that works like an iPad then buy an iPad. But if you want a cheap tablet that can run some useful apps and play games on it with your kids then you can't go wrong with the Polaroid.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,5
"61","R10954TM15K67E","B0051VVOB2","","12/12/2011","A27CIL8I9N9QFF",FALSE,TRUE,5,"Back to Basics","Everything the average person could want in a $200 tablet device. I bought this because: 1. It is Amazon, which is a very customer-oriented company; 2. The 7in display and 14ounce weight make this very portable and usable all day long; 3. The software interface is very easy to use and well thought out; 4. this is my first tablet and did not feel comfortable with the iPAD price, size, weight, and sophistication; 5. I wanted a Kindle for ebooks and office PDFs, and it is very easy to use for these specific uses, if not for anything else. I prefer the touch/tap interface to constantly having to press buttons to scroll; 6. This device has most of the apps that I need to use to be productive at home for leisure and work purposes. I will assume that more apps are being added daily and eventually some other apps that I find I would like for leisure will soon appear; 7. If none of the first items mattered to me, this is still a great first tablet to purchase for the entertainment value alone(ie books, tv shows, movies, apps, music). Hope you buy one and enjoy!!",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"62","R1095LCBB398YF","B0051VVOB2","","1/5/2012","A2R0XXMOTJIJ0B",TRUE,TRUE,4,"Does what it states.","I purchased this for kids so they could read books and play the applications. I didn't want to get them a computer because they are complicated to work with for kids, they take forever to boot up and you have virus issues, file deletion issues, a tablet just seems perfect. The price is about at the point where its not too expensive and yet not cheep either. When I got the item it was too tempting not to open before Christmas. I have used it about as much as the kids. I love that it is so simple and fast to turn on. I sometimes use it for browsing but the screen is small, yet its functional. The zoom functions are about the same as most touch screens so you can zoom in and shrink things down. The fact that it comes with Amazon prime for a month is great too. I ran through and downloaded a ton of things and installed everything I could that was a good price. Reading books is also decent once you change the setting for the background screen color and the text color. I have mine set to a tan color which is nice but not as good as the ink functions on the other Kindles. Over all I am very happy with this purchase, however there are a few things I don't like at all. The big thing that bothers me is that the product is setup to buy on Amazon with one click. There are no profiles or an easy way to turn that off so if my kids decide to go on a shopping spree I am in trouble. I always turn off the WiFi before handing this to my youngest son but what if I forget, what if he turns it on? Also it seems to really track what you like and where you go, so it seems Amazon is watching everything. It doesn't work with Android market. I understand its not Android its a Kindle so your only going to get a limited amount of the total applications it could have. Which in all makes it seem like it could have been better but was built just for Amazon and Amazon products. So in a sense its working for Amazon and giving them a big boost but not really in total what you might have wanted.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","R1096FLMGNGAHB","B005CQ0RTQ","","1/2/2012","A9O21G9993J3Q",FALSE,TRUE,4,"Very Pleased Customer!","I bought this mini tabket for my daughter who really wanted an ipad2. She has not stopped using it since she opened it. Although it came preloaded with facebook, youtube, and game apps, she downloaded more apps for free from the android market. The only problems she's experienced with it was that the ireader is in Chinese and the charger did not work. However, as a solution to those problems she downloaded kindle books, and uses a charger that we already had. It came with a screen pen, protective bag, and video adapter. GREAT PRODUCT!!! (especially for teens)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","R109AL7PETV2C4","B0051VVOB2","","6/25/2012","A3FIWHT40KAUGJ",FALSE,FALSE,3,"If you're thinking about a Kindle Fire, think twice....","If you are thinking of getting a Kindle Fire because you can get all the color content you normally get on paper but digitally and for less, think twice. I have been reading my local paper for many years. I my son bought me a Kindle Fire and I switched my subscription to the Amazon Digital version, and there were section missing! Whole sections just gone! No sale ads. No comics! No seriously, no comics! There have been comics in the news paper for more than a hundred years. No comics? Really?!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"65","R109B2LW239SRC","B007M50PTM","","6/24/2012","A18P5H3KJTC9XV",FALSE,TRUE,4,"Early impressions","My early impressions of this product are all good ones. I am having a challenge working with a tablet, since it is quite different from my lap top. The picture quality is excellent. Good for traveling, since I have access to movies sporting events, and Direct TV, as a subscriber.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"66","R109BDFWGW209K","B0051VVOB2","","1/13/2012","A326TSRC9BBOQH",FALSE,TRUE,5,"So happy to have this!","So. I wasn't a big fan of the idea of ereaders until I had the choice of any Kindle that I wanted. I chose this one and I'm loving this beautiful electronic dream! It is the best purchase ever. I've been spending hours on it at a time. It's not a tablet, but it comes close with some of the apps that you can do on it. Doesn't matter, it's main function was to be an ereader but it does so much more. Funny thing is, the only reason I wanted a Kindle was for a few books that were only written for the Kindle by my favorite authors and now, I don't see myself living without it. I just wish there was a little more space to it. No matter, I can live with it.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"67","R109E5K27MW503","B0051VVOB2","","4/18/2012","A258Q2O0IDHIJP",TRUE,TRUE,4,"Almost Perfect","Had this device for about two weeks now and I am really happy with it. The processor is very snappy and I was worried about only 500mb of ram but it hasn't been an issue at all. Does everything I want it to and more. It also has very good battery life and a really solid sturdy feel to it. It looks very nice as well. I really only have two gripes with it: 1. The internal storage goes so fast! If only this device could have a microsd slot like the nook. 2. The speakers could be a bit louder. In conclusion, if you watch a lot of videos or listen to a lot of music that isn't streamed, this might not be the device for you. As far as streaming services, books, comics, web browsing etc though, it's great! Argh, if only it had a sd slot!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,4,4,4,4,4,4,4,4,4
"68","R109GVABDKSNPU","B0051VVOB2","","1/30/2012","A30YUUWJCH3YW5",FALSE,FALSE,1,"Dont' bother if you don't have a US credit card.","Buying the Fire if you do not have a US based credit card is pointless. None of the apps can be downloaded, even the FREE ones. If you must buy a Kindle and don't have a US credit card, save yourself the hassle and buy the lower priced ones. Without the ability to use the app store, the Kindle Fire's functionality is reduced by more than half. Unfortunately, there's nothing on the packaging that will tell you this, until you get back home, go online and really dig around as to why your nifty new piece of tech will not let you download a free game. The fact that you need a credit card to download something that is supposed to be free is questionable. In short - international customers, stay away from this product. Due to this dodgy lack of information that should have been front and center on the product, I will never again deal with Amazon dot anything. If you don't want to irritate or lose customers, be upfront about what your product will and will not do.",9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"69","R109JPVYSWMGOY","B0051VVOB2","","3/5/2012","A17THIVZGLP0V3",FALSE,TRUE,5,"LOVE IT!","I love my kindle. I am very pleased with my purchase. I would recommend it to anyone looking to buy a tablet, it is cheaper than any other one on the market and it works beautifully.",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70","R109MU3EQBSPZF","B005H7MXVA","","6/12/2012","A362YAIN2UWRYY",FALSE,TRUE,4,"Cruz'n","I'm enjoying my T408. I just wish Velocity would have made a cover that fits the T408. The battery life do not last long when you are surfing but if you are using it to read it is perfect. The auto back light is perfect also to save on battery life. I still haven't put much apps. Still trying to understand how androids work.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"71","R109NAA3RYW2J3","B004SBI2PW","","5/26/2011","A2ZQZF7JSNK1J7",TRUE,FALSE,5,"Great Win 7 Tablet","We just purchased this tablet two weeks ago for my wife when she was traveling and we are very impressed with everything it has to offer. We originally contemplated buying an iPad2 but when we saw this unit, we decided that since all of our other stuff and PCs are Windows based, it would make sense to invest in the Acer W500 unit. It comes with 2 GB of memory and a 32GB drive. The memory seems a little light when running Office 2010 but nothing that impacts your workflow. The biggest dislike is that you are not able to increase the size of the memory. The tablet recognized our network immediately and was able to pick up public networks when we were traveling. The screen rotates to either portrait or landscape mode and can be locked to avoid changing on the fly. This is great for Kindle books. Speakers are quite impressive for a tablet of this size and the screen is extremely clear. It comes with a detachable keyboard which also acts as a protective cover when stored. That being said the onscreen keyboard and handwriting recognition are very intuitive. I don't have the best handwriting in the world but it was able to pick up most of what I wrote on the screen with needing edited. The big plus for me compared to the iPad is the integrated USB and SD card slots. This makes picture viewing and music transfer a lot easier and also allows you to expand your storage space. If you are Apple devotee then this probably isn't the product for you, but if you are a heavy Windows user and looking for great portable unit to complement your desktop PC then I would highly recommend this tablet.",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"72","R109QIZ2MRMIRV","B0051VVOB2","","3/23/2012","A125E92U9A8AUS",FALSE,TRUE,3,"Can't read in sunlight therefore not a good e-reader","I have been using the kindle app on my ipad to read books for some time. Although this works really well, the size and weight of the ipad made this a tad uncomfortable. I couldn't really tuck it into a handbag much smaller than a tote bag. I had friends who really liked their kindles and I thought Id like the smaller, more manageable size. Out of the box, I had a really exasperating time trying to get it to connect to my home wireless network. After about an hour, I went online (on the ipad) and got some answers, several of which were quite informative. Obviously, I was not the only one with this issue. After resetting my wireless router and manually typing the IP address into the kindle; success!!! Only took about an hour and a half. Contrast this with my apple products which took about 5 minutes. Strike one for the kindle. Web browsing, both at home and on my work network is a little slow, but adequate. I'll find out when I use it more to access the web which will probably not be at home. Much larger screen size on the ipad or my laptop makes those a far more functional choice for web browsing. My choice of the kindle was primarily for reading. One of the things I like about the other kindles is the non-glare screen with the e-ink display. The fire, unfortunately, has a screen which more resembles the ipad, making it difficult to read in direct light and with numerous reflections on the screen. I have to say that I'm quite disappointed with the reading ease because of this. I was hoping that the fire had a screen like the less expensive kindles. Fingerprints are an issue with the fire also and this is no different from the apple products I own. Overall, I like the fire with the reservations in web connectivity and reading ease. I'm editing this review. I just returned from a cruise. I like to read on the deck. It was impossible to do this on this kindle. I should have taken the cheapie kindle. The only way I could read was to get in the shade. Defeats the whole purpose of a kindle.",NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"73","R109TUQ6NCRELZ","B0051VVOB2","","1/3/2012","A1HGM25BTLWM7Y",TRUE,TRUE,3,"kendal fire","I can't give you any info as gave as a gift. But my daughter, unfamiliar with this product, wished there had been an instruction book as she had no idea how to use it.",NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"74","R10A6GNV9JPWFW","B0051VVOB2","","2/17/2012","AZ27HXPW3C133",TRUE,FALSE,5,"3rd ones the charm","I bought my first Kindle Fire for Christmas but the battery was defective out of the box so I returned it to Sam's Club and exchanged it for another (very easy return policy at Sams) and the second one worked fine and I loved it for about 2 weeks when that battery also failed so I again got a no hassle return from Sams and this 3rd one is about 1 1/2 months old now and is performing flawlessly. This Fire does everything I want to do so for me there's no need for an I-pad or any other tablet. I've recommended it to several friends who love it also and happily for them haven't had any similar battery problems.",NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"75","R10AAB5NDBMHH2","B0051VVOB2","","2/11/2012","A378K2Z7AVXL5W",FALSE,FALSE,5,"I love My Fire","As promised, I am back with my review of the Kindle Fire. After Playing with this on the first day I got it I was not really interested. Then I got bored a little later and decided oh what the heck, then fell in love. There are some things that displease me, but however, those are just my standards, not the Kindle's fault. First off, if your looking for a absolutley great reading device with a great screen you can see in daylight, this is not the device. This screen has a sort of back glare, similar to the iPad. It's a good e-reader, but E-Ink dominates all in the anti-glare category. So if you're looking for thet, I suggest the Kindle Touch. DO NOT GO NOOK> Please save yourself the hassle. Now what I do love about the fire is the ease of use, and portability. Gosh where can I even start. So many apps to choose from, great email service, great vivid screen. I was close to putting my phone down for this! Hahah. The prime videos, Absolute best thing about the fire, Hands down. Nothing more, nothing less. I would give this 4 and a half stars because of the e-reader functionality, but it's so darn cool I have to give it a 5. Kindle Fire is the way to go especially for the price.",NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76","R10ABYU7B7S7KO","B0051VVOB2","","1/4/2012","A238O16F5FWLZX",FALSE,TRUE,5,"Fire with the Kindle Fire","I love the new kindle fire. It has given me the oportunity to have a tablet without the high cost and excellent quality! Love it and recommend it!",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"77","R10ACL3GTN5CWM","B0051VVOB2","","11/22/2011","A39UOTKNPG6OBK",FALSE,TRUE,4,"Really nice, as hoped","I'm new to this type of technology. I still use a Blackberry as I like BUTTONS. I do have difficulty navigating the Fire, but it's getting easier after one week of practice. The size is perfect, very portable, I wouldn't want anything larger. I'd like if the speakers were a bit louder, but overall I am very pleased with this gadget. Great price.",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"78","R10AHB1CQ0F2OM","B0052P6DQI","B004I43F9C","1/30/2012","A26255E0YUCEAC",FALSE,FALSE,5,"Peppy and Fun","Got mine as a Woot refurb - despite a bit of bother upgrading the OS (Toshiba's fault), the hacker community got me up and running. Had it for over a month, so ready to say, I love this thing. I imagine most Tegra 2/Android 3 tablets would be about the same - the advantage here is the SD card slot, full size and mini USB, and HDMI port. So, how often have I actually used them...or needed to? I have used a PS3 controller to play Shadowgun and hooked the HDMI up just to check it out. Both worked flawlessly with no effort on my part. That was impressive - even Windows 7 has to hiccup and burp before it will agree to do that. Android is definitely the best user experience on top of Linux that I've encountered. I'm really just reviewing to put in my thumbs up, given that others have had problems. I believe Toshiba has worked out the shutdown problems - at least, I've never seen them. The real question then is do you need a tablet and, if so, iPad or Android. I find the tablet to be a wonderful companion computer. I've used an iPad and I really can't see any difference between it and the Android. The app you want may not be on the Android market yet - or perhaps vice versa. I have been able to find everything I want, mostly for free - SAMBA client, DLNA client, MP4 AVC/AC3 video player with hardware acceleration. I usually end up buying the apps just to support the makers. The gizmo is a great little video player, within reason. Word is that the Tegra 2 does not actually do full HD, though i don't think you need full HD on a device this small. However, that would be a sticking point, as the Tegra 3 is quite a bit more powerful, and the iPad 3 will be as well.",3,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"79","R10ARIIIF5FVZ1","B007P4VOWC","","7/4/2012","AATXK33K48V2C",TRUE,FALSE,4,"Awesome!!!","I have had this tablet for 3 months now. I'm gonna start with the bad because i'm a negative individual. =) Ok the app store for this device has little support. Especially with Gameloft and some other high end games. This more has to do with the play store in general but buying an app to find out it doesn't work and hopefully staying with in the 15 minute window so that you can return the app is a pain. Sometimes it takes 20 minutes or more just for the app to recognize the program as being payed for and not stolen so it will take you 20+ minutes just to start the app and then you have to hassle with the developer. That's something apple got right. Other then that the device runs smooth and fast. Everything is easy to use. With all the complaints about the app store i love how laid back the app store is. I have an ipod and never had an android so i'm surprised at the apps that are aloud on there without needing an exploit. Again that's the app store and not the device. The tablet is very sturdy. I like that they used plastic and not metal and glass. Metal gets cold and glass is dangerous as well as breaks easily. plastic is soft and i would think it's better if it were dropped. It also won't shatter into dangerous shards. I don't use the camera but i heard it sucked. I have an actual camera so i don't need it. The speakers are very loud. It has great screen brightness which is also easy to access. In fact everything is very easy to access. A big problem though like anything that doesn't bare the name apple on it is that the accessories are hard to come buy. I mean if you see a sign in a store that says mp3 player you know what that really means... iPod. anyways all in all this is a great device for the price tag and i think it's also a perfect size as well.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"80","R10ASJAYX1DW5Y","B0051VVOB2","","12/13/2011","A3KQ4MGPVIMRAC",TRUE,FALSE,4,"An Exceptional Consumption Device","12-21-11 UPDATE: Got the software update today and it made a huge difference in scrolling smoothness for most apps. It also made it obvious that touch sensitivity is VERY app-specific because some apps still have issues -- most notably those that don't register touches on buttons unless you touch flatly with your finger and hold a long time (but not TOO long...). I don't normally write reviews, but as a the owner of several prior Kindles AND an iPad I thought some perspective might help potential buyers make their decisions. First and foremost: This is NOT an iPad. If that's what you want, then save your money and get that fine, gold-standard product. You will be happier. If you're an iPad owner who's also been admiring Android devices, but couldn't justify spending another $500 for one of those, Kindle Fire may be for you. In my case, I wanted something less-bulky than iPad for certain situations and the Fire's form factor works great. Plus I've been waiting for an Android device I could use for app development and again, Fire works great. Caveat on app development: It's not rocket science to get it going, but Amazon didn't make it as simple/easy as some other manufacturers (Samsung, Motorola). You'll need to manually edit some driver files on Windows 7 to get going (or use a Mac/Linux PC) and there are some differences with the Fire UI that aren't documented well and have even caught companies like Rovio off-guard. Lastly, you'll need to acquire a data cable. If you're someone who's been drooling over tablets but unable/unwilling to part with $500+ for a toy, then Kindle Fire will be very attractive. And so long as you don't expect iOS butter-smooth UI, Kindle Fire should sate your technolust. FWIW I've used 20+ Android devices and NONE of them has iOS-like smooth UI except possibly the very latest ICS phones. It's not something Kindle-specific. Software wise, the browser on Kindle Fire is what I'd call minimally acceptable. It's nowhere near as good as Mobile Safari, but it's not as bad as Mobile Opera. It's also slow - but functional enough to do most of what you'll want to do with it. Where it really needs work, however, is in the realm of UI - it just feels clunky and awkward to INTERACT with web pages (browsing/reading them is fine). What's really nice is this device is as capable as any other at running the apps you'll actually care about, which makes it as useful and playful as you'd like. The caveats to this are (1) Google apps aren't installed by default and it appear difficult to install them; and (2) 6GB...only 6GB of storage. That only works if you keep it for apps and stream all your media. Lastly, regarding hardware, you'll have to zen with the choices Amazon has made. I don't agree with most of them, but they're hardly deal-killers. Poor placement of the power button has been beat to death and is certainly true, as is lack of buttons for volume control. It's definitely thick & heavy for what you get as well, but at least it feels solid -- so many ""cheapie"" Android devices don't. Sound is moderately acceptable, but the screen is very nice -- both in touch response as well as visual quality. Any touch issues on this device (and it certainly has a few!) are due to software, which Amazon has said they'll be addressing soon. In summary: If you want an iPad, buy an iPad. If you want an inexpensive Android device or a more-capable upgrade for you existing Kindle, you'd be hard-pressed to find a better product.",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"81","R10AUF5RL7YM99","B0051VVOB2","","12/13/2011","AXFGI5EZ7ZEMA",TRUE,TRUE,1,"Quite a let down","I got my wife a kindle for Christmas 2010. In the last 11 months she has probably spend hundreds of hours using it. It is easy to work and a great product. So I got her a kindle fire. The experience has been the opposite. It was almost impossible to get to connect to the internet, and once I did manage it, it falls off constantly. The touch screen is hard to use, and the whole experience was exactly the opposite of the no hassle/intuitive use of earlier kindles. We gave up on this one after 3 weeks and returned it.",NA,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,NA,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"82","R10AV0H1GD52NZ","B0051VVOB2","","11/18/2011","A1LF2XXJC9RM9I",FALSE,TRUE,4,"Nice tablet, with a few flaws","The Amazon Kindle fire. In my opnion, is a wonderful tablet and for 200 dollars, is well worth the money. This tablet is, in my opnion, a better deal than Apple's famous iPad 2. It's ony a fraction of the price and has many of the iPad's functions. The amazon silk browser blew me away with its ease of use and the ability to open flash content, which apple's mobile safari browser still doesn't support. The screen is brilliant and is very fast. The tablet is also suprisingly light and very, very small. It also charges very quickly and is just wonderful. However, it does have a couple flaws. The first annoying one is the placement of the lock button. It's at the bottom of the device and took me some time to find. It also lacks volume buttons so you have to unlock the device and manually change the volume from the settings. Lastly, it doesn't have a MICROPHONE!!! This, I found sort of annoying because speech can't be recognized by this tablet. It also lacks a gyroscope for those racing-game fans out there. Other than that, it's pretty much perfect.",8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"83","R10AV66TFVDU73","B004EPV7TK","","3/31/2011","A16XA0I5UF7D9X",FALSE,FALSE,2,"The screen is just *so* bad","This is a completely legitimate device in every way, especially if you're willing to do some research into upgrading the OS. But the one glaring weakness above all others is how bad the viewing angle of the screen is. You're either dead center and it looks fine, or you're slightly off and the thing is nigh illegible. It absolutely boggles me how a company so noted for its quality monitor displays could produce such a bad product in this respect. It is also noticeably/uncomfortably heavy to hold. Much more so than I expected. This is aggravated by the aforementioned screen which has to be held at EXACTLY the right angle. I got a pretty nice deal price-wise on Woot for this device, so I don't feel *too* bad about it. But if I had paid the going Amazon rate, I would have called this purchase abysmally disappointing. As the device stands, if you can get it sub-300 dollars, it is a ""good enough"" medium term device. By ""good enough"" I mean the following: The tablet sector is probably 2 years away from full maturity. Two years from now the OS codebase will be mature, the devices will have better processors, better build quality, better battery life, and a larger library of tablet-specific apps. This device is probably ""good enough"" to tide someone over until then. A good bridgeway unit for someone wanting to get their feet wet in the tablet space without dropping $600 or more for the big names (iPad, Xoom) which do about the same thing.",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"84","R10AXHITRGCORV","B0051VVOB2","","12/5/2011","AL01HDV573Q7K",FALSE,FALSE,1,"NOT HELPING THE RICH GET RICHER!","Has nobody learned how the rich get richer? Whay do you think Protesting IS EVERYWHERE??? We just gotta keep getting EVERYTHING who REALLY cant afford it! Then those of you are pissed at them and their RICHES. You'll look at it for two weeks then put it somewhere and not finding it. They are taking our money and laughing straight to bank AGAIN. ALL you guys fall for it, The END.",51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85","R10B3OJMHAWM6T","B004U78J1G","B004U78J1G","2/9/2012","A2MAF4O8P2GQL5",FALSE,TRUE,3,"Asus Transformer TF101-A1","I never leave a review, but feel compelled to do so this time. I really like the tablet and would like to give it a higher rating at least 4. However, because of Youtube issues and not being able to get to see videos, greatly disappointed me, I just returned item and will be going with the Acer tablet, a little bit more but worth it if there are no issues. I tried to correct the issue but only had 1 day left before I was stuck with tablet. I visited a bunch of different forums and the force close issue is quite well known in the community. Maybe I lacked patience, but I paid for this to work right out the box without any problems.",NA,NA,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
